,id,name,position,team,status,now_cost,total_points,selected_by_percent,news,minutes,starts,points_per_game,goals_scored,expected_goals,expected_goals_per_90,expected_goal_involvements,expected_goal_involvements_per_90,goals_conceded,goals_conceded_per_90,expected_goals_conceded,expected_goals_conceded_per_90,assists,expected_assists,expected_assists_per_90,yellow_cards,saves,saves_per_90,clean_sheets,clean_sheets_per_90,bonus,form,threat,creativity,influence,penalties_order,direct_freekicks_order,corners_and_indirect_freekicks_order
145,112,Ethan Pinnock,DEF,Brentford,a,4.5,77,1.4,,2521,28,2.7,2,2.01,0.07,2.84,0.1,46,1.64,39.14,1.4,0,0.83,0.03,1,0,0.0,5,0.18,5,1.0,221.0,63.4,653.2,,,
146,114,Mads Roerslev Rasmussen,DEF,Brentford,a,4.4,75,0.4,,1975,22,2.2,1,1.05,0.05,2.39,0.11,40,1.82,37.71,1.72,2,1.34,0.06,1,0,0.0,5,0.23,3,1.0,94.0,281.3,382.0,,,
147,115,Kevin Schade,MID,Brentford,a,5.2,33,0.1,,327,3,3.0,2,1.29,0.36,2.01,0.56,5,1.38,3.58,0.99,2,0.72,0.2,0,0,0.0,1,0.28,2,1.0,100.0,58.3,105.8,,,
148,116,Thomas Strakosha,GKP,Brentford,a,3.9,4,1.2,,135,1,2.0,0,0.0,0.0,0.01,0.01,2,1.33,1.68,1.12,0,0.01,0.01,0,6,4.0,0,0.0,0,0.0,0.0,0.0,42.8,,,
149,117,Ivan Toney,FWD,Brentford,a,7.7,57,3.7,,1449,16,3.4,4,5.72,0.36,7.23,0.45,30,1.86,27.82,1.73,3,1.51,0.09,5,0,0.0,3,0.19,4,2.5,524.0,206.5,289.6,1.0,1.0,
151,119,Yoane Wissa,FWD,Brentford,a,5.7,131,5.1,,2488,29,3.9,12,10.54,0.38,12.36,0.45,40,1.45,37.55,1.36,4,1.82,0.07,7,0,0.0,11,0.4,15,10.0,769.0,384.0,592.8,,,
152,120,Yegor Yarmoliuk,MID,Brentford,a,4.2,33,0.7,,670,6,1.2,0,0.94,0.13,1.94,0.26,9,1.21,9.42,1.27,0,1.0,0.13,2,0,0.0,4,0.54,0,1.0,127.0,66.9,98.4,,,
153,121,Mathias Jorgensen,DEF,Brentford,a,4.3,29,0.3,,1086,12,2.1,1,0.74,0.06,1.29,0.11,24,1.99,19.72,1.63,0,0.55,0.05,4,0,0.0,2,0.17,3,0.0,90.0,94.0,216.0,,,
154,258,Neal Maupay,FWD,Brentford,a,4.9,76,0.9,,1417,14,2.5,6,6.89,0.44,8.88,0.57,37,2.35,26.36,1.67,3,1.99,0.13,8,0,0.0,4,0.25,6,0.0,568.0,242.5,325.8,,,
155,508,Sergio Reguilón,DEF,Brentford,a,4.5,74,3.0,,1524,18,3.0,0,0.94,0.06,3.77,0.23,30,1.77,30.44,1.8,6,2.83,0.17,7,0,0.0,5,0.3,14,1.5,111.0,436.3,390.2,,,3.0
157,684,Ethan Brierley,MID,Brentford,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
158,701,Saman Ghoddos,MID,Brentford,a,4.5,26,0.0,,728,7,1.4,1,0.3,0.04,1.35,0.17,20,2.47,12.66,1.57,0,1.05,0.13,5,0,0.0,0,0.0,0,0.5,45.0,163.8,139.8,,,
159,725,Ji-Soo Kim,DEF,Brentford,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
160,733,Valintino Adedokun,DEF,Brentford,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
162,752,Vincent Angelini,GKP,Brentford,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
163,789,Hákon Valdimarsson,GKP,Brentford,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
164,797,Benjamin Fredrick,DEF,Brentford,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
165,834,Benjamin Arthur,DEF,Brentford,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
166,864,Yunus Konak,MID,Brentford,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
167,122,Simon Adingra,MID,Brighton,a,5.0,97,0.6,,2220,25,3.1,6,4.19,0.17,7.45,0.3,38,1.54,36.64,1.49,1,3.26,0.13,3,0,0.0,4,0.16,8,2.0,751.0,507.8,477.6,,,
170,125,Facundo Buonanotte,MID,Brighton,a,4.7,57,0.1,,1356,17,2.1,3,2.34,0.16,3.5,0.24,19,1.26,21.14,1.4,1,1.16,0.08,7,0,0.0,6,0.4,1,1.3,238.0,291.3,254.8,,,
173,129,Lewis Dunk,DEF,Brighton,i,5.2,89,5.3,Knee injury - Expected back 01 Jun,2869,33,2.7,3,3.15,0.1,5.38,0.17,53,1.66,49.76,1.56,1,2.24,0.07,6,0,0.0,5,0.16,11,0.7,389.0,205.4,823.0,,2.0,
174,130,Julio Enciso,MID,Brighton,a,5.0,20,0.4,,468,5,1.7,0,1.38,0.27,2.66,0.52,12,2.31,9.71,1.87,2,1.28,0.25,2,0,0.0,0,0.0,0,1.3,157.0,131.7,81.0,,,
175,131,Pervis Estupiñán,DEF,Brighton,i,4.7,57,14.5,Ankle injury - Expected back 07 Sep,1242,15,3.0,2,1.0,0.07,3.22,0.23,26,1.88,26.5,1.92,3,2.22,0.16,4,0,0.0,3,0.22,7,0.0,156.0,382.6,350.8,,,3.0
176,132,Evan Ferguson,FWD,Brighton,i,5.7,69,3.5,Ankle injury - Expected back 05 Oct,1356,15,2.6,6,4.49,0.3,5.26,0.35,28,1.86,22.16,1.47,1,0.77,0.05,1,0,0.0,2,0.13,5,0.0,393.0,106.7,275.0,,,
177,133,Billy Gilmour,MID,Brighton,a,4.8,61,0.2,,2116,24,2.0,0,0.98,0.04,3.54,0.15,37,1.57,36.04,1.53,3,2.56,0.11,8,0,0.0,6,0.26,4,1.0,104.0,481.5,291.4,,,
178,134,Pascal Groß,MID,Brighton,a,6.1,153,4.1,,3112,34,4.2,4,6.4,0.19,15.29,0.45,50,1.45,51.16,1.48,11,8.89,0.26,6,0,0.0,7,0.2,29,2.0,434.0,1674.9,988.6,2.0,1.0,1.0
179,135,João Pedro Junqueira de Jesus,FWD,Brighton,a,5.2,104,6.1,,2037,19,3.4,9,12.01,0.53,16.65,0.74,38,1.68,32.63,1.44,3,4.64,0.21,2,0,0.0,5,0.22,12,2.3,932.0,578.8,622.4,1.0,,
182,138,Adam Lallana,MID,Brighton,a,4.9,30,0.0,,839,13,1.2,0,0.83,0.09,2.43,0.26,13,1.39,12.13,1.3,1,1.6,0.17,2,0,0.0,2,0.21,0,0.3,130.0,248.7,83.0,,,
183,139,Tariq Lamptey,DEF,Brighton,a,3.9,31,3.6,,908,10,1.6,0,0.34,0.03,1.24,0.12,20,1.98,14.35,1.42,3,0.9,0.09,3,0,0.0,1,0.1,0,1.0,60.0,173.7,144.6,,,
184,140,Solly March,MID,Brighton,i,6.1,39,2.0,Knee injury - Expected back 07 Sep,555,7,5.6,3,2.1,0.34,3.07,0.5,11,1.78,10.5,1.7,1,0.97,0.16,1,0,0.0,2,0.32,6,0.0,139.0,126.5,197.4,,,2.0
185,141,Tom McGill,GKP,Brighton,a,3.9,0,0.2,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
186,142,James Milner,MID,Brighton,i,4.8,28,0.1,Muscle injury - Expected back 01 Jun,770,11,1.9,0,0.29,0.03,2.47,0.28,12,1.4,12.81,1.5,2,2.18,0.25,3,0,0.0,4,0.47,0,0.0,61.0,253.5,152.8,,,4.0
187,143,Kaoru Mitoma,MID,Brighton,i,6.4,74,11.8,Back injury - Expected back 01 Jun,1485,15,3.9,3,3.49,0.21,7.05,0.43,27,1.64,24.64,1.49,7,3.56,0.22,4,0,0.0,1,0.06,7,0.0,636.0,375.1,327.6,,,
188,144,Jakub Moder,MID,Brighton,a,4.4,21,0.1,,608,6,1.2,0,0.78,0.12,1.45,0.22,13,1.92,12.6,1.87,0,0.67,0.1,2,0,0.0,1,0.15,0,1.0,84.0,82.3,87.2,,,
191,148,Jason Steele,GKP,Brighton,a,4.0,42,1.7,,1530,17,2.5,0,0.0,0.0,0.0,0.0,34,2.0,24.86,1.46,0,0.0,0.0,0,43,2.53,2,0.12,5,0.3,0.0,0.1,382.2,,,
193,150,Jan Paul van Hecke,DEF,Brighton,i,4.0,61,2.1,Hamstring injury - Expected back 01 Jun,2368,26,2.2,0,1.42,0.05,2.35,0.09,38,1.44,37.22,1.41,0,0.93,0.04,4,0,0.0,5,0.19,3,0.0,175.0,176.4,631.8,,,
194,151,Joël Veltman,DEF,Brighton,i,4.3,49,0.6,Knock - Expected back 01 Jun,1579,17,1.8,1,0.46,0.03,0.99,0.06,32,1.82,25.63,1.46,1,0.53,0.03,4,0,0.0,3,0.17,0,2.3,98.0,97.8,320.8,,,
195,152,Bart Verbruggen,GKP,Brighton,a,4.4,68,1.2,,1890,21,3.2,0,0.0,0.0,0.0,0.0,28,1.33,31.6,1.5,0,0.0,0.0,3,65,3.1,4,0.19,7,2.0,0.0,1.0,541.4,,,
196,153,Adam Webster,DEF,Brighton,a,4.2,26,0.3,,1142,13,1.7,0,0.5,0.04,0.83,0.07,22,1.73,18.16,1.43,0,0.33,0.03,2,0,0.0,2,0.16,2,1.3,54.0,89.3,252.2,,,
197,154,Danny Welbeck,FWD,Brighton,a,5.7,79,1.0,,1687,21,2.7,5,5.09,0.27,6.55,0.35,28,1.49,27.78,1.48,4,1.46,0.08,4,0,0.0,8,0.43,5,3.7,492.0,320.9,326.2,3.0,3.0,
199,606,Igor Julio dos Santos de Paulo,DEF,Brighton,a,4.3,37,0.2,,1631,17,1.5,0,0.25,0.01,0.75,0.04,26,1.43,24.36,1.34,0,0.5,0.03,4,0,0.0,2,0.11,1,1.3,23.0,135.5,297.8,,,
200,621,Jack Hinshelwood,MID,Brighton,i,4.5,42,0.0,Foot injury - Expected back 01 Jun,866,8,3.5,3,2.1,0.22,2.46,0.26,17,1.77,14.3,1.49,0,0.36,0.04,1,0,0.0,2,0.21,5,0.0,230.0,118.9,200.2,,,
201,690,Carlos Baleba,MID,Brighton,a,4.5,34,0.0,,1314,15,1.3,0,0.85,0.06,1.08,0.08,28,1.92,23.59,1.62,0,0.24,0.02,7,0,0.0,2,0.14,0,1.3,72.0,134.7,179.8,,,
202,700,Anssumane Fati Vieira,MID,Brighton,a,6.4,33,0.4,,509,3,1.7,2,3.51,0.62,4.12,0.73,12,2.12,7.36,1.3,1,0.61,0.11,2,0,0.0,1,0.18,1,0.7,292.0,92.1,121.4,,,
203,741,Mark O’Mahony,FWD,Brighton,a,4.5,2,0.0,,61,1,0.7,0,0.06,0.09,0.06,0.09,1,1.48,1.28,1.89,0,0.0,0.0,1,0,0.0,0,0.0,0,0.0,6.0,1.6,6.0,,,
204,742,Benicio Baker-Boaitey,MID,Brighton,a,4.5,4,0.0,,37,0,0.8,0,0.02,0.05,0.12,0.29,1,2.43,0.8,1.95,0,0.1,0.24,1,0,0.0,0,0.0,0,0.0,4.0,12.6,4.6,,,
205,746,Ben Jackson,DEF,Brighton,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
206,747,Joshua Duffus,MID,Brighton,a,4.4,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
207,753,Leigh Kavanagh,DEF,Brighton,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
208,755,Luca Barrington,MID,Brighton,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
209,786,Cameron Peupion,MID,Brighton,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
210,816,Valentín Barco,DEF,Brighton,a,4.0,5,0.0,,307,3,0.8,0,0.2,0.06,0.58,0.17,9,2.64,5.1,1.5,0,0.38,0.11,1,0,0.0,0,0.0,0,1.0,39.0,69.6,44.8,,,
211,843,Samy Chouchane,MID,Brighton,a,4.5,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
212,845,Odeluga Offiah,DEF,Brighton,a,4.0,4,0.0,,126,1,1.0,0,0.0,0.0,0.03,0.02,3,2.14,2.56,1.83,0,0.03,0.02,0,0,0.0,0,0.0,0,0.7,4.0,5.5,6.4,,,
213,861,Noël Atom,DEF,Brighton,a,4.0,0,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
214,156,Enock Agyei,MID,Burnley,a,4.2,0,0.4,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
215,157,Ameen Al-Dakhil,DEF,Burnley,i,3.8,19,1.2,Unknown - Expected back 01 Jun,1055,12,1.5,1,1.28,0.11,1.81,0.16,26,2.22,20.63,1.76,0,0.54,0.05,1,0,0.0,0,0.0,0,0.0,84.0,42.8,193.0,,,
217,159,Manuel Benson Hedilazio,MID,Burnley,a,5.2,8,0.1,,110,1,1.0,0,0.07,0.06,0.25,0.21,5,4.09,4.54,3.71,0,0.18,0.15,0,0,0.0,0,0.0,0,0.5,30.0,26.4,17.6,,,
218,160,Jordan Beyer,DEF,Burnley,i,3.9,30,0.8,Unknown - Expected back 01 Jun,1234,15,2.0,0,0.56,0.04,0.75,0.05,23,1.68,20.87,1.52,1,0.19,0.01,6,0,0.0,2,0.15,4,0.0,35.0,46.1,330.8,,,
219,161,Josh Brownhill,MID,Burnley,a,4.7,78,0.2,,2248,23,2.4,4,1.81,0.07,3.85,0.15,56,2.24,47.82,1.91,2,2.04,0.08,4,0,0.0,2,0.08,2,0.5,234.0,501.5,499.0,,,1.0
221,163,Jack Cork,MID,Burnley,a,4.8,4,0.0,,25,0,1.0,0,0.0,0.0,0.02,0.07,0,0.0,0.13,0.47,0,0.02,0.07,0,0,0.0,0,0.0,0,0.5,2.0,5.2,4.2,,,
223,165,Josh Cullen,MID,Burnley,a,5.0,65,0.1,,2055,23,2.6,2,0.59,0.03,2.88,0.13,48,2.1,45.18,1.98,4,2.29,0.1,9,0,0.0,0,0.0,5,5.0,106.0,426.7,458.0,,,
225,167,Hjalmar Ekdal,DEF,Burnley,a,3.9,15,0.2,,436,5,1.9,0,0.06,0.01,0.07,0.01,8,1.65,7.91,1.63,0,0.01,0.0,2,0,0.0,1,0.21,3,0.0,15.0,15.9,76.6,,,
226,168,Lyle Foster,FWD,Burnley,a,4.7,75,0.4,,1898,22,3.1,5,4.36,0.21,5.63,0.27,43,2.04,40.47,1.92,3,1.27,0.06,0,0,0.0,2,0.09,4,2.0,467.0,263.4,364.2,,,
228,170,Jóhann Berg Gudmundsson,MID,Burnley,a,4.8,48,0.0,,1185,12,1.8,1,1.8,0.14,4.33,0.33,25,1.9,21.01,1.6,3,2.53,0.19,2,0,0.0,2,0.15,0,0.5,158.0,515.6,234.6,,2.0,2.0
230,172,Arijanet Muric,GKP,Burnley,a,4.3,47,0.6,,900,10,4.7,0,0.0,0.0,0.05,0.0,16,1.6,20.43,2.04,0,0.05,0.0,0,64,6.4,0,0.0,12,3.5,0.0,40.3,513.0,,,
231,173,Dara O'Shea,DEF,Burnley,a,4.4,69,0.3,,2892,32,2.1,3,0.74,0.02,1.64,0.05,71,2.21,62.7,1.95,4,0.9,0.03,5,0,0.0,2,0.06,2,1.0,213.0,189.7,772.0,,,
235,177,Jay Rodriguez,FWD,Burnley,a,5.3,41,0.2,,811,7,2.0,2,3.82,0.42,3.9,0.43,18,2.0,13.58,1.51,1,0.08,0.01,0,0,0.0,1,0.11,3,0.5,232.0,66.2,138.8,1.0,,
236,178,Charlie Taylor,DEF,Burnley,a,3.9,47,2.7,,2329,25,1.7,1,0.25,0.01,1.91,0.07,46,1.78,43.78,1.69,1,1.66,0.06,8,0,0.0,2,0.08,1,0.5,59.0,275.7,395.6,,,
239,181,Lawrence Vigouroux,GKP,Burnley,a,3.9,0,0.2,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
240,182,Victor da Silva,DEF,Burnley,a,4.4,60,0.2,,2311,26,1.9,0,1.7,0.07,2.82,0.11,44,1.71,45.62,1.78,3,1.13,0.04,1,0,0.0,2,0.08,2,3.0,228.0,200.8,305.4,,,
243,200,David Datro Fofana,FWD,Burnley,a,5.0,50,0.2,,876,10,3.3,4,4.58,0.47,4.88,0.5,18,1.85,16.91,1.74,1,0.3,0.03,1,0,0.0,1,0.1,8,0.5,273.0,111.7,212.0,,,
244,475,Sander Berge,MID,Burnley,a,4.6,74,0.1,,3002,34,2.0,1,2.04,0.06,3.7,0.11,70,2.1,66.96,2.01,2,1.66,0.05,8,0,0.0,2,0.06,3,3.0,161.0,446.3,533.6,,,
245,594,Zeki Amdouni,FWD,Burnley,a,5.1,85,0.2,,1953,27,2.5,5,5.55,0.26,6.77,0.32,41,1.89,35.7,1.65,1,1.22,0.06,2,0,0.0,5,0.23,11,1.5,509.0,246.5,372.8,,,
246,596,James Trafford,GKP,Burnley,a,4.4,70,0.9,,2520,28,2.5,0,0.0,0.0,0.04,0.0,62,2.21,49.37,1.76,0,0.04,0.0,2,106,3.79,2,0.07,5,0.0,0.0,3.3,903.6,,,
247,600,Nathan Redmond,MID,Burnley,i,4.7,11,0.0,Leg injury - Expected back 01 Jul,132,0,0.9,0,0.03,0.02,0.4,0.27,5,3.41,3.92,2.67,0,0.37,0.25,1,0,0.0,0,0.0,0,0.0,18.0,52.5,23.8,,,
248,605,Luca Koleosho,MID,Burnley,d,4.8,40,0.0,Knee injury - 25% chance of playing,972,13,2.7,1,1.96,0.18,3.03,0.28,23,2.13,15.55,1.44,2,1.07,0.1,0,0,0.0,3,0.28,0,0.0,213.0,147.9,86.8,,,
249,608,Jacob Bruun Larsen,MID,Burnley,a,4.8,82,0.1,,1235,16,2.6,6,4.65,0.34,6.09,0.44,23,1.68,24.35,1.77,0,1.44,0.1,1,0,0.0,3,0.22,7,4.0,448.0,416.5,335.8,,1.0,4.0
251,660,Wilson Odobert,MID,Burnley,a,5.0,82,0.1,,2095,25,2.8,3,2.75,0.12,6.07,0.26,48,2.06,45.35,1.95,4,3.32,0.14,3,0,0.0,2,0.09,3,2.0,445.0,435.4,331.0,,,
252,674,Hannes Delcroix,DEF,Burnley,a,4.0,7,0.1,,584,5,0.6,0,0.35,0.05,0.47,0.07,25,3.85,15.91,2.45,0,0.12,0.02,2,0,0.0,0,0.0,0,0.0,42.0,57.8,110.0,,,
253,675,Aaron Ramsey,MID,Burnley,i,5.0,18,0.0,Knee injury - Expected back 16 Nov,522,5,1.3,0,0.35,0.06,0.82,0.14,17,2.93,11.33,1.95,0,0.48,0.08,1,0,0.0,0,0.0,0,0.0,53.0,28.0,51.2,,,
254,694,Han-Noah Massengo,MID,Burnley,a,4.9,3,0.0,,14,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.72,4.63,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.1,2.8,,,
255,706,Mike Trésor,MID,Burnley,a,5.2,20,0.0,,410,3,1.2,0,0.37,0.08,0.91,0.2,10,2.2,10.04,2.2,0,0.54,0.12,0,0,0.0,0,0.0,0,0.5,24.0,110.5,44.4,,4.0,3.0
256,805,Lorenz Assignon,DEF,Burnley,a,4.0,25,0.2,,1235,15,1.7,1,0.42,0.03,1.97,0.14,32,2.33,33.62,2.45,2,1.55,0.11,3,0,0.0,0,0.0,3,0.0,119.0,176.0,270.2,,,
257,806,Maxime Esteve,DEF,Burnley,a,4.0,15,0.0,,1310,15,0.9,0,0.27,0.02,0.43,0.03,28,1.92,27.6,1.9,0,0.16,0.01,6,0,0.0,0,0.0,0,0.5,29.0,38.9,229.2,,,
258,126,Moisés Caicedo Corozo,MID,Chelsea,a,4.5,84,1.2,,2865,33,2.4,1,0.42,0.01,2.43,0.07,50,1.57,46.79,1.47,3,2.01,0.06,11,0,0.0,7,0.22,6,6.3,68.0,403.2,613.6,,,
259,145,Robert Sánchez,GKP,Chelsea,d,4.5,59,2.2,Lack of match fitness - 25% chance of playing,1433,16,3.7,0,0.0,0.0,0.0,0.0,25,1.57,23.72,1.49,0,0.0,0.0,2,53,3.33,3,0.19,7,0.0,0.0,0.1,450.6,,,
266,191,Benoît Badiashile,DEF,Chelsea,a,4.4,35,0.3,,1337,15,1.9,0,0.27,0.02,1.19,0.08,31,2.09,25.42,1.71,1,0.92,0.06,3,0,0.0,3,0.2,4,0.7,51.0,87.4,336.4,,,
267,192,Marcus Bettinelli,GKP,Chelsea,a,4.0,-1,0.0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
268,194,Trevoh Chalobah,DEF,Chelsea,a,4.3,39,2.0,,949,10,3.0,1,0.2,0.02,0.36,0.04,14,1.33,15.26,1.45,0,0.16,0.02,1,0,0.0,3,0.28,4,1.7,38.0,45.4,250.8,,,
269,195,Ben Chilwell,DEF,Chelsea,a,5.4,24,4.7,,752,9,1.8,0,1.11,0.13,2.73,0.32,14,1.68,12.5,1.5,2,1.62,0.19,5,0,0.0,1,0.12,2,0.0,139.0,212.8,128.4,,4.0,1.0
270,196,Carney Chukwuemeka,MID,Chelsea,a,4.2,16,1.0,,222,2,1.8,1,0.12,0.05,0.41,0.17,5,2.03,4.6,1.86,1,0.29,0.12,2,0,0.0,0,0.0,0,0.0,52.0,68.6,78.4,,,
271,197,Levi Colwill,DEF,Chelsea,a,4.6,65,2.1,,1794,20,2.8,1,1.29,0.06,1.82,0.09,26,1.3,28.43,1.43,1,0.53,0.03,2,0,0.0,5,0.25,4,0.0,163.0,113.2,394.6,,,
272,198,Marc Cucurella Saseta,DEF,Chelsea,a,4.9,44,3.7,,1783,20,2.1,0,1.16,0.06,2.17,0.11,33,1.67,31.18,1.57,3,1.01,0.05,10,0,0.0,4,0.2,3,2.3,122.0,283.9,384.4,,,
273,199,Enzo Fernández,MID,Chelsea,i,4.8,77,1.9,Groin Injury - Expected back 01 Jun,2208,26,2.8,3,5.72,0.23,9.5,0.38,47,1.92,40.13,1.64,3,3.78,0.15,7,0,0.0,5,0.2,4,0.0,369.0,567.7,527.2,2.0,5.0,
274,201,Wesley Fofana,DEF,Chelsea,i,4.4,0,0.0,Knee injury - Expected back 01 Jun,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
275,202,Conor Gallagher,MID,Chelsea,a,5.4,129,1.7,,3129,37,3.5,5,4.01,0.12,7.54,0.22,56,1.61,52.43,1.51,8,3.53,0.1,7,0,0.0,8,0.23,10,1.7,401.0,821.5,754.8,,,1.0
276,203,Malo Gusto,DEF,Chelsea,a,4.3,74,8.2,,1746,19,2.7,0,1.01,0.05,4.4,0.22,28,1.44,26.12,1.35,6,3.39,0.17,7,0,0.0,5,0.26,10,4.3,174.0,494.8,434.8,,,
277,206,Reece James,DEF,Chelsea,s,5.3,11,2.7,Suspended until 07 Sep,416,5,1.1,0,0.3,0.06,1.66,0.35,13,2.81,11.31,2.45,2,1.36,0.29,0,0,0.0,0,0.0,0,0.7,61.0,172.1,137.4,,2.0,4.0
279,208,Noni Madueke,MID,Chelsea,a,5.3,76,1.2,,1044,13,3.3,5,2.51,0.22,4.64,0.4,19,1.64,18.37,1.58,3,2.13,0.18,2,0,0.0,4,0.34,7,2.0,401.0,287.5,341.6,,,
280,210,Mykhailo Mudryk,MID,Chelsea,i,6.3,94,0.9,Concussion - Expected back 22 May,1564,18,3.0,5,4.77,0.27,7.92,0.45,28,1.61,25.05,1.44,5,3.15,0.18,5,0,0.0,7,0.4,5,2.7,420.0,457.5,347.2,,,3.0
281,211,Nicolas Jackson,FWD,Chelsea,a,7.0,142,17.9,,2801,31,4.1,14,18.14,0.58,21.14,0.68,48,1.54,47.46,1.52,6,3.0,0.1,10,0,0.0,9,0.29,12,3.0,1098.0,501.7,783.8,3.0,,
282,212,Christopher Nkunku,FWD,Chelsea,a,7.2,29,1.0,,437,2,2.6,3,2.47,0.51,2.84,0.59,12,2.47,8.74,1.8,0,0.37,0.08,0,0,0.0,0,0.0,4,3.0,222.0,74.5,134.6,,,
284,214,Malang Sarr,DEF,Chelsea,a,4.3,0,0.1,,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,
286,216,Raheem Sterling,MID,Chelsea,a,6.8,123,4.8,,1972,22,4.0,8,6.39,0.29,10.72,0.49,38,1.73,32.83,1.5,8,4.33,0.2,7,0,0.0,5,0.23,8,5.0,747.0,473.7,502.8,4.0,3.0,
287,217,Thiago Emiliano da Silva,DEF,Chelsea,a,5.0,98,4.5,,2525,28,3.2,3,0.73,0.03,1.31,0.05,45,1.6,42.72,1.52,1,0.58,0.02,4,0,0.0,7,0.25,12,1.3,165.0,138.7,797.0,,,
289,362,Cole Palmer,MID,Chelsea,a,6.3,244,51.3,,2617,29,7.2,22,17.35,0.6,25.52,0.88,46,1.58,45.48,1.56,13,8.17,0.28,7,0,0.0,7,0.24,32,6.7,1016.0,1022.5,1240.2,1.0,1.0,2.0
292,611,Axel Disasi,DEF,Chelsea,a,4.9,71,3.4,,2579,29,2.3,2,2.35,0.08,3.81,0.13,50,1.74,43.96,1.53,0,1.46,0.05,6,0,0.0,5,0.17,6,0.0,172.0,105.5,573.2,,,
293,613,Lesley Ugochukwu,MID,Chelsea,a,4.4,13,0.1,,296,3,1.1,0,0.0,0.0,0.14,0.04,6,1.82,7.59,2.31,0,0.14,0.04,2,0,0.0,1,0.3,0,0.7,4.0,44.4,60.8,,,
